datetime,timestamp,open,high,low,close,volume
2025-07-03 04:00:00+00:00,1751515200000,2560.45,2573.63,2559.07,2565.3,342975.4555718526
2025-07-03 05:00:00+00:00,1751518800000,2565.3,2600.04,2565.3,2587.9,921062.1901234133
2025-07-03 06:00:00+00:00,1751522400000,2588.37,2602.3,2585.61,2598.3,462187.9274422081
2025-07-03 07:00:00+00:00,1751526000000,2598.3,2604.62,2589.85,2599.16,325019.468455271
2025-07-03 08:00:00+00:00,1751529600000,2599.17,2607.05,2588.64,2588.65,602389.6591712456
2025-07-03 09:00:00+00:00,1751533200000,2588.55,2620.28,2585.64,2598.99,1078533.2951018966
2025-07-03 10:00:00+00:00,1751536800000,2598.99,2601.89,2584.84,2597.39,818908.0250830167
2025-07-03 11:00:00+00:00,1751540400000,2597.39,2598.04,2582.17,2596.43,418142.5453867078
2025-07-03 12:00:00+00:00,1751544000000,2595.56,2613.74,2566.39,2587.94,1276716.9737698408
2025-07-03 13:00:00+00:00,1751547600000,2587.9,2634.98,2586.73,2623.29,1910270.220112078
2025-07-03 14:00:00+00:00,1751551200000,2623.65,2631.2,2584.94,2595.5,1173887.0327238434
2025-07-03 15:00:00+00:00,1751554800000,2594.87,2596.42,2564.08,2569.78,1125274.1965205388
2025-07-03 16:00:00+00:00,1751558400000,2569.78,2580.8,2565.3,2571.68,1000069.8588198269
2025-07-03 17:00:00+00:00,1751562000000,2571.67,2579.58,2571.67,2576.26,400178.0839669756
2025-07-03 18:00:00+00:00,1751565600000,2576.57,2586.49,2575.12,2584.37,476753.0706746485
2025-07-03 19:00:00+00:00,1751569200000,2584.58,2592.47,2582.26,2585.44,360667.2011604116
2025-07-03 20:00:00+00:00,1751572800000,2586.21,2598.79,2585.34,2598.26,370493.4882270412
2025-07-03 21:00:00+00:00,1751576400000,2598.27,2603.17,2590.0,2594.02,531750.8606029215
2025-07-03 22:00:00+00:00,1751580000000,2594.72,2600.0,2590.42,2593.07,202681.359542696
2025-07-03 23:00:00+00:00,1751583600000,2593.08,2596.6,2585.35,2590.67,162906.8831650359
2025-07-04 00:00:00+00:00,1751587200000,2590.66,2597.69,2580.44,2588.11,143365.7557461063
2025-07-04 01:00:00+00:00,1751590800000,2588.08,2602.02,2587.48,2590.14,349359.8160889817
2025-07-04 02:00:00+00:00,1751594400000,2590.0,2591.55,2571.68,2575.23,198442.3763418089
2025-07-04 03:00:00+00:00,1751598000000,2575.24,2584.89,2572.67,2577.8,111481.0651852707
2025-07-04 04:00:00+00:00,1751601600000,2578.15,2583.86,2569.81,2571.45,105180.4223856737
2025-07-04 05:00:00+00:00,1751605200000,2570.58,2580.8,2563.44,2568.41,353793.3375890293
2025-07-04 06:00:00+00:00,1751608800000,2567.5,2568.43,2549.91,2557.71,811082.2381709268
2025-07-04 07:00:00+00:00,1751612400000,2557.79,2563.73,2530.43,2534.6,746856.6336985395
2025-07-04 08:00:00+00:00,1751616000000,2534.59,2552.8,2526.92,2547.02,600205.1201455408
2025-07-04 09:00:00+00:00,1751619600000,2547.02,2558.0,2546.83,2550.85,288642.8496814216
2025-07-04 10:00:00+00:00,1751623200000,2551.05,2555.08,2545.9,2547.54,202374.7848477735
2025-07-04 11:00:00+00:00,1751626800000,2547.54,2556.06,2547.54,2548.81,198326.5666827131
2025-07-04 12:00:00+00:00,1751630400000,2548.93,2553.56,2543.66,2547.88,469118.8155048931
2025-07-04 13:00:00+00:00,1751634000000,2547.51,2554.24,2522.02,2525.98,573694.077600748
2025-07-04 14:00:00+00:00,1751637600000,2525.96,2528.24,2499.0,2516.24,1194899.2563329923
2025-07-04 15:00:00+00:00,1751641200000,2516.64,2517.61,2500.0,2501.09,782395.5427115181
2025-07-04 16:00:00+00:00,1751644800000,2502.6,2502.6,2474.93,2488.02,899674.3515737376
2025-07-04 17:00:00+00:00,1751648400000,2488.01,2498.0,2487.45,2496.91,413350.2283807434
2025-07-04 18:00:00+00:00,1751652000000,2496.65,2496.65,2480.92,2484.91,433008.3207403693
2025-07-04 19:00:00+00:00,1751655600000,2484.9,2490.32,2475.02,2483.41,304607.5906936697
2025-07-04 20:00:00+00:00,1751659200000,2482.62,2496.6,2482.23,2491.79,256814.5100532976
2025-07-04 21:00:00+00:00,1751662800000,2491.3,2497.51,2489.0,2497.51,225126.7099991325
2025-07-04 22:00:00+00:00,1751666400000,2497.5,2520.77,2495.6,2520.09,664514.9118459689
2025-07-04 23:00:00+00:00,1751670000000,2520.1,2520.1,2505.43,2507.23,222531.2576773021
2025-07-05 00:00:00+00:00,1751673600000,2508.21,2517.87,2507.66,2517.1,135671.9706269536
2025-07-05 01:00:00+00:00,1751677200000,2517.1,2517.1,2507.23,2514.38,146692.5379749856
2025-07-05 02:00:00+00:00,1751680800000,2514.38,2518.89,2499.88,2518.88,238167.080122256
2025-07-05 03:00:00+00:00,1751684400000,2518.89,2525.21,2515.8,2518.61,153647.1402289699
2025-07-05 04:00:00+00:00,1751688000000,2518.62,2524.43,2513.11,2516.69,230186.2599957348
2025-07-05 05:00:00+00:00,1751691600000,2516.69,2520.33,2513.98,2519.5,74499.209119309
2025-07-05 06:00:00+00:00,1751695200000,2519.92,2528.1,2517.6,2527.6,158695.7839147763
2025-07-05 07:00:00+00:00,1751698800000,2527.59,2529.87,2520.22,2521.27,111549.0197050499
2025-07-05 08:00:00+00:00,1751702400000,2521.68,2524.37,2509.69,2516.19,283179.9714400823
2025-07-05 09:00:00+00:00,1751706000000,2516.44,2521.67,2509.67,2520.76,137312.5035181849
2025-07-05 10:00:00+00:00,1751709600000,2520.9,2521.9,2517.72,2518.44,178698.578569036
2025-07-05 11:00:00+00:00,1751713200000,2518.66,2524.62,2517.8,2517.81,211566.2755655646
2025-07-05 12:00:00+00:00,1751716800000,2517.88,2518.99,2511.66,2517.53,337969.5950850624
2025-07-05 13:00:00+00:00,1751720400000,2518.12,2520.93,2513.46,2514.43,260687.5592211347
2025-07-05 14:00:00+00:00,1751724000000,2514.56,2519.8,2511.97,2517.4,190269.9951985164
2025-07-05 15:00:00+00:00,1751727600000,2518.1,2518.85,2505.16,2506.65,300776.5050923671
2025-07-05 16:00:00+00:00,1751731200000,2507.19,2512.0,2490.01,2505.39,241973.5753575695
2025-07-05 17:00:00+00:00,1751734800000,2505.79,2511.4,2496.41,2503.83,216186.8885279197
2025-07-05 18:00:00+00:00,1751738400000,2504.2,2505.01,2492.52,2493.23,314160.5238154145
2025-07-05 19:00:00+00:00,1751742000000,2493.19,2508.1,2488.73,2506.22,295422.4032284448
2025-07-05 20:00:00+00:00,1751745600000,2506.19,2508.77,2498.65,2506.42,98705.2159078292
2025-07-05 21:00:00+00:00,1751749200000,2506.43,2518.9,2506.43,2517.09,117715.6944622335
2025-07-05 22:00:00+00:00,1751752800000,2516.43,2521.2,2513.37,2518.96,36301.1694707364
2025-07-05 23:00:00+00:00,1751756400000,2518.65,2521.9,2515.27,2516.21,113814.1050296941
2025-07-06 00:00:00+00:00,1751760000000,2516.21,2520.0,2512.5,2520.0,62242.7663308699
2025-07-06 01:00:00+00:00,1751763600000,2519.99,2519.99,2514.7,2517.37,44749.9860032106
2025-07-06 02:00:00+00:00,1751767200000,2517.37,2519.6,2513.57,2513.57,81818.2213565299
2025-07-06 03:00:00+00:00,1751770800000,2513.57,2514.95,2510.02,2514.25,21622.6844544067
2025-07-06 04:00:00+00:00,1751774400000,2514.24,2517.29,2511.2,2512.62,39043.9102255104
2025-07-06 05:00:00+00:00,1751778000000,2512.62,2512.94,2510.0,2510.28,26432.3617140768
2025-07-06 06:00:00+00:00,1751781600000,2510.91,2526.07,2510.0,2521.25,207703.3945403081
2025-07-06 07:00:00+00:00,1751785200000,2521.37,2525.07,2518.27,2518.27,110540.0326028954
2025-07-06 08:00:00+00:00,1751788800000,2518.27,2518.28,2509.01,2512.44,128409.4180183547
2025-07-06 09:00:00+00:00,1751792400000,2512.43,2516.59,2507.1,2507.1,187539.9981976275
2025-07-06 10:00:00+00:00,1751796000000,2507.1,2514.28,2504.8,2509.39,549096.953093687
2025-07-06 11:00:00+00:00,1751799600000,2509.39,2515.87,2506.77,2515.86,197856.1020256365
2025-07-06 12:00:00+00:00,1751803200000,2515.86,2521.19,2512.78,2519.66,145448.1988640747
2025-07-06 13:00:00+00:00,1751806800000,2520.13,2572.45,2517.58,2558.05,1147223.323628448
2025-07-06 14:00:00+00:00,1751810400000,2558.2,2568.9,2544.61,2559.25,816329.2456742601
2025-07-06 15:00:00+00:00,1751814000000,2559.14,2560.98,2548.57,2557.79,233365.0185121013
2025-07-06 16:00:00+00:00,1751817600000,2557.79,2560.01,2542.8,2552.35,227314.6641404658
2025-07-06 17:00:00+00:00,1751821200000,2552.35,2552.35,2543.01,2547.38,319271.6255760364
2025-07-06 18:00:00+00:00,1751824800000,2547.37,2547.37,2524.74,2531.83,385682.2935150467
2025-07-06 19:00:00+00:00,1751828400000,2531.83,2541.24,2531.82,2541.23,166276.1109442109
2025-07-06 20:00:00+00:00,1751832000000,2541.24,2550.8,2540.26,2546.38,170406.7679829051
2025-07-06 21:00:00+00:00,1751835600000,2546.39,2600.9,2546.38,2588.71,1188790.94011039
2025-07-06 22:00:00+00:00,1751839200000,2588.83,2604.48,2581.21,2581.31,657843.3989127086
2025-07-06 23:00:00+00:00,1751842800000,2582.36,2582.36,2561.09,2571.0,492674.2184183256
2025-07-07 00:00:00+00:00,1751846400000,2571.25,2574.2,2556.34,2561.25,311072.1583067112
2025-07-07 01:00:00+00:00,1751850000000,2561.25,2564.97,2550.8,2563.18,171274.7821185286
2025-07-07 02:00:00+00:00,1751853600000,2563.19,2583.0,2563.19,2575.61,216441.102594145
2025-07-07 03:00:00+00:00,1751857200000,2576.61,2588.95,2574.98,2576.98,117439.4176849228
2025-07-07 04:00:00+00:00,1751860800000,2577.32,2580.94,2570.59,2573.04,143113.275313409
2025-07-07 05:00:00+00:00,1751864400000,2573.04,2576.5,2566.6,2569.47,250300.257143843
2025-07-07 06:00:00+00:00,1751868000000,2568.99,2576.11,2563.21,2565.64,272473.545144206
2025-07-07 07:00:00+00:00,1751871600000,2565.65,2578.49,2560.81,2577.98,187565.3815550812
2025-07-07 08:00:00+00:00,1751875200000,2577.95,2587.73,2570.56,2585.28,576821.5859826866
2025-07-07 09:00:00+00:00,1751878800000,2584.62,2584.62,2565.14,2572.85,333275.8161218885
2025-07-07 10:00:00+00:00,1751882400000,2572.85,2572.85,2559.34,2559.35,575107.503143112
2025-07-07 11:00:00+00:00,1751886000000,2559.88,2566.49,2553.5,2563.31,389820.8495281678
2025-07-07 12:00:00+00:00,1751889600000,2563.33,2564.47,2542.88,2548.86,394003.0750784271
2025-07-07 13:00:00+00:00,1751893200000,2549.05,2568.82,2535.65,2564.59,865327.8709064594
2025-07-07 14:00:00+00:00,1751896800000,2565.24,2569.6,2530.9,2531.56,1082945.6100251514
2025-07-07 15:00:00+00:00,1751900400000,2532.17,2543.92,2530.0,2534.13,528346.5717273974
2025-07-07 16:00:00+00:00,1751904000000,2533.87,2542.0,2514.53,2524.77,1168151.7691208804
2025-07-07 17:00:00+00:00,1751907600000,2524.76,2551.73,2517.82,2534.07,737399.448334402
2025-07-07 18:00:00+00:00,1751911200000,2533.75,2546.31,2522.0,2545.37,618538.9444398421
2025-07-07 19:00:00+00:00,1751914800000,2545.11,2555.0,2540.9,2544.27,400063.8863890608
2025-07-07 20:00:00+00:00,1751918400000,2544.26,2544.4,2531.11,2533.89,459539.7731103292
2025-07-07 21:00:00+00:00,1751922000000,2533.89,2541.91,2523.73,2539.42,291258.5916599353
2025-07-07 22:00:00+00:00,1751925600000,2539.79,2542.1,2528.83,2535.84,187769.1955458021
